"","id","sampleType","CPE_phtype","AmpC_phtype","ESBL_phtype","ESBL_AmpC_phtype","other_phtype","amp_tx","ceft_clavtx"
"566","566","broilers","0","0","0","0","0","0","0"
"567","567","broilers","0","0","0","0","0","0","0"
"568","568","broilers","0","0","0","0","0","0","0"
"569","569","broilers","0","0","0","0","0","0","0"
"570","570","broilers","0","0","0","0","0","0","0"
"571","571","broilers","0","0","0","0","0","0","0"
"572","572","broilers","0","0","0","0","0","0","0"
"573","573","broilers","0","0","0","0","0","0","0"
"574","574","broilers","0","0","0","0","0","0","0"
"575","575","broilers","0","0","0","0","0","0","0"
"576","576","broilers","0","0","0","0","0","0","0"
"577","577","broilers","0","0","0","0","0","0","0"
"578","578","broilers","0","0","0","0","0","0","0"
"579","579","broilers","0","0","0","0","0","0","0"
"580","580","broilers","0","0","0","0","0","0","0"
"581","581","broilers","0","0","0","0","0","0","0"
"582","582","broilers","0","0","0","0","0","0","0"
"583","583","broilers","0","0","0","0","0","0","0"
"584","584","broilers","0","0","0","0","0","0","0"
"585","585","broilers","0","0","0","0","0","0","0"
"586","586","broilers","0","0","0","0","0","0","0"
"587","587","broilers","0","0","0","0","0","0","0"
"588","588","broilers","0","0","0","0","0","0","0"
"589","589","broilers","0","0","0","0","0","0","0"
"590","590","broilers","0","0","0","0","0","0","0"
"591","591","broilers","0","0","0","0","0","0","0"
"592","592","broilers","0","0","0","0","0","0","0"
"593","593","broilers","0","0","0","0","0","0","0"
"594","594","broilers","0","0","0","0","0","0","0"
"595","595","broilers","0","0","0","0","0","0","0"
"596","596","broilers","0","0","0","0","0","0","0"
"597","597","broilers","0","0","0","0","0","0","0"
"598","598","broilers","0","0","0","0","0","0","0"
"599","599","broilers","0","0","0","0","0","0","0"
"600","600","broilers","0","0","0","0","0","0","0"
"601","601","broilers","0","0","0","0","0","0","0"
"602","602","broilers","0","0","0","0","0","0","0"
"603","603","broilers","0","0","0","0","0","0","0"
"604","604","broilers","0","0","0","0","0","0","0"
"605","605","broilers","0","0","0","0","0","0","0"
"606","606","broilers","0","0","0","0","0","0","0"
"607","607","broilers","0","0","0","0","0","0","0"
"608","608","broilers","0","0","0","0","0","0","0"
"609","609","broilers","0","0","0","0","0","0","0"
"610","610","broilers","0","0","0","0","0","0","0"
"611","611","broilers","0","0","0","0","0","0","0"
"612","612","broilers","0","0","0","0","0","0","0"
"613","613","broilers","0","0","0","0","0","0","0"
"614","614","broilers","0","0","0","0","0","0","0"
"615","615","broilers","0","0","0","0","0","0","0"
"616","616","broilers","0","0","0","0","0","0","0"
"617","617","broilers","0","0","0","0","0","0","0"
"618","618","broilers","0","0","0","0","0","0","0"
"619","619","broilers","0","0","0","0","0","0","0"
"620","620","broilers","0","0","0","0","0","0","0"
"621","621","broilers","0","0","0","0","0","0","0"
"622","622","broilers","0","0","0","0","0","0","0"
"623","623","broilers","0","0","0","0","0","0","0"
"624","624","broilers","0","0","0","0","0","0","0"
"625","625","broilers","0","0","0","0","0","0","0"
"626","626","broilers","0","0","0","0","0","0","0"
"627","627","broilers","0","0","0","0","0","0","0"
"628","628","broilers","0","0","0","0","0","0","0"
"629","629","broilers","0","0","0","0","0","0","0"
"630","630","broilers","0","0","0","0","0","0","0"
"631","631","broilers","0","0","0","0","0","0","0"
"632","632","broilers","0","0","0","0","0","0","0"
"633","633","broilers","0","0","0","0","0","0","0"
"634","634","broilers","0","0","0","0","0","0","0"
"635","635","broilers","0","0","0","0","0","0","0"
"636","636","broilers","0","0","0","0","0","0","0"
"637","637","broilers","0","0","0","0","0","0","0"
"638","638","broilers","0","0","0","0","0","0","0"
"639","639","broilers","0","0","0","0","0","0","0"
"640","640","broilers","0","0","0","0","0","0","0"
"641","641","broilers","0","0","0","0","0","0","0"
"642","642","broilers","0","0","0","0","0","0","0"
"643","643","broilers","0","0","0","0","0","0","0"
"644","644","broilers","0","0","0","0","0","0","0"
"645","645","broilers","0","0","0","0","0","0","0"
"646","646","broilers","0","0","0","0","0","0","0"
"647","647","broilers","0","0","0","0","0","0","0"
"648","648","broilers","0","0","0","0","0","0","0"
"649","649","broilers","0","0","0","0","0","0","0"
"650","650","broilers","0","0","0","0","0","0","0"
"651","651","broilers","0","0","0","0","0","0","0"
"652","652","broilers","0","0","0","0","0","0","0"
"653","653","broilers","0","0","0","0","0","0","0"
"654","654","broilers","0","0","0","0","0","0","0"
"655","655","broilers","0","0","0","0","0","0","0"
"656","656","broilers","0","0","0","0","0","0","0"
"657","657","broilers","0","0","0","0","0","0","0"
"658","658","broilers","0","0","0","0","0","0","0"
"659","659","broilers","0","0","0","0","0","0","0"
"660","660","broilers","0","0","0","0","0","0","0"
"661","661","broilers","0","0","0","0","0","0","0"
"662","662","broilers","0","0","0","0","0","0","0"
"663","663","broilers","0","0","0","0","0","0","0"
"664","664","broilers","0","0","0","0","0","0","0"
"665","665","broilers","0","0","0","0","0","0","0"
"666","666","broilers","0","0","0","0","0","0","0"
"667","667","broilers","0","0","0","0","0","0","0"
"668","668","broilers","0","0","0","0","0","0","0"
"669","669","broilers","0","0","0","0","0","0","0"
"670","670","broilers","0","0","0","0","0","0","0"
"671","671","broilers","0","0","0","0","0","0","0"
"672","672","broilers","0","0","0","0","0","0","0"
"673","673","broilers","0","0","0","0","0","0","0"
"674","674","broilers","0","0","0","0","0","0","0"
"675","675","broilers","0","0","0","0","0","0","0"
"676","676","broilers","0","0","0","0","0","0","0"
"677","677","broilers","0","0","0","0","0","0","0"
"678","678","broilers","0","0","0","0","0","0","0"
"679","679","broilers","0","0","0","0","0","0","0"
"680","680","broilers","0","0","0","0","0","0","0"
"681","681","broilers","0","0","0","0","0","0","0"
"682","682","broilers","0","0","0","0","0","0","0"
"683","683","broilers","0","0","0","0","0","0","0"
"684","684","broilers","0","0","0","0","0","0","0"
"685","685","broilers","0","0","0","0","0","0","0"
"686","686","broilers","0","0","0","0","0","0","0"
"687","687","broilers","0","0","0","0","0","0","0"
"688","688","broilers","0","0","0","0","0","0","0"
"689","689","broilers","0","0","0","0","0","0","0"
"690","690","broilers","0","0","0","0","0","0","0"
"691","691","broilers","0","0","0","0","0","0","0"
"692","692","broilers","0","0","0","0","0","0","0"
"693","693","broilers","0","0","0","0","0","0","0"
"694","694","broilers","0","0","0","0","0","0","0"
"695","695","broilers","0","0","0","0","0","0","0"
"696","696","broilers","0","0","0","0","0","0","0"
"697","697","broilers","0","0","0","0","0","0","0"
"698","698","broilers","0","0","0","0","0","0","0"
"699","699","broilers","0","0","0","0","0","0","0"
"700","700","broilers","0","0","0","0","0","0","0"
"701","701","broilers","0","0","0","0","0","0","0"
"702","702","broilers","0","0","0","0","0","0","0"
"703","703","broilers","0","0","0","0","0","0","0"
"704","704","broilers","0","0","0","0","0","0","0"
"705","705","broilers","0","0","0","0","0","0","0"
"706","706","broilers","0","0","0","0","0","0","0"
"707","707","broilers","0","0","0","0","0","0","0"
"708","708","broilers","0","0","0","0","0","0","0"
"709","709","broilers","0","0","0","0","0","0","0"
"710","710","broilers","0","0","0","0","0","0","0"
"711","711","broilers","0","0","0","0","0","0","0"
"712","712","broilers","0","0","0","0","0","0","0"
"713","713","broilers","0","0","0","0","0","0","0"
"714","714","broilers","0","0","0","0","0","0","0"
"715","715","broilers","0","0","0","0","0","0","0"
"716","716","broilers","0","0","0","0","0","0","0"
"717","717","broilers","0","0","0","0","0","0","0"
"718","718","broilers","0","0","0","0","0","0","0"
"719","719","broilers","0","0","0","0","0","0","0"
"720","720","broilers","0","0","0","0","0","0","0"
"721","721","broilers","0","0","0","0","0","0","0"
"722","722","broilers","0","0","0","0","0","0","0"
"723","723","broilers","0","0","0","0","0","0","0"
"724","724","broilers","0","0","0","0","0","0","0"
"725","725","broilers","0","0","0","0","0","0","0"
"726","726","broilers","0","0","0","0","0","0","0"
"727","727","broilers","0","0","0","0","0","0","0"
"728","728","broilers","0","0","0","0","0","0","0"
"729","729","broilers","0","0","0","0","0","0","0"
"730","730","broilers","0","0","0","0","0","0","0"
"731","731","broilers","0","0","0","0","0","0","0"
"732","732","broilers","0","0","0","0","0","0","0"
"733","733","broilers","0","0","0","0","0","0","0"
"734","734","broilers","0","0","0","0","0","0","0"
"735","735","broilers","0","0","0","0","0","0","0"
"736","736","broilers","0","0","0","0","0","0","0"
"737","737","broilers","0","0","0","0","0","0","0"
"738","738","broilers","0","0","0","0","0","0","0"
"739","739","broilers","0","0","0","0","0","0","0"
"740","740","broilers","0","0","0","0","0","0","0"
"741","741","broilers","0","0","0","0","0","0","0"
"742","742","broilers","0","0","0","0","0","0","0"
"743","743","broilers","0","0","0","0","0","0","0"
"744","744","broilers","0","0","0","0","0","0","0"
"745","745","broilers","0","0","0","0","0","0","0"
"746","746","broilers","0","0","0","0","0","0","0"
"747","747","broilers","0","0","0","0","0","0","0"
"748","748","broilers","0","0","0","0","0","0","0"
"749","749","broilers","0","0","0","0","0","0","0"
"750","750","broilers","0","0","0","0","0","0","0"
"751","751","broilers","0","0","0","0","0","0","0"
"752","752","broilers","0","0","0","0","0","0","0"
"753","753","broilers","0","0","0","0","0","0","0"
"754","754","broilers","0","0","0","0","0","0","0"
"755","755","broilers","0","0","0","0","0","0","0"
"756","756","broilers","0","0","0","0","0","0","0"
"757","757","broilers","0","0","0","0","0","0","0"
"758","758","broilers","0","0","0","0","0","0","0"
"759","759","broilers","0","0","0","0","0","0","0"
"760","760","broilers","0","0","0","0","0","0","0"
"761","761","broilers","0","0","0","0","0","0","0"
"762","762","broilers","0","0","0","0","0","0","0"
"763","763","broilers","0","0","0","0","0","0","0"
"764","764","broilers","0","0","0","0","0","0","0"
"765","765","broilers","0","0","0","0","0","0","0"
"766","766","broilers","0","0","0","0","0","0","0"
"767","767","broilers","0","0","0","0","0","0","0"
"768","768","broilers","0","0","0","0","0","0","0"
"769","769","broilers","0","0","0","0","0","0","0"
"770","770","broilers","0","0","0","0","0","0","0"
"771","771","broilers","0","0","0","0","0","0","0"
"772","772","broilers","0","0","0","0","0","0","0"
"773","773","broilers","0","0","0","0","0","0","0"
"774","774","broilers","0","0","0","0","0","0","0"
"775","775","broilers","0","0","0","0","0","0","0"
"776","776","broilers","0","0","0","0","0","0","0"
"777","777","broilers","0","0","0","0","0","0","0"
"778","778","broilers","0","0","0","0","0","0","0"
"779","779","broilers","0","0","0","0","0","0","0"
"780","780","broilers","0","0","0","0","0","0","0"
"781","781","broilers","0","0","0","0","0","0","0"
"782","782","broilers","0","0","0","0","0","0","0"
"783","783","broilers","0","0","0","0","0","0","0"
"784","784","broilers","0","0","0","0","0","0","0"
"785","785","broilers","0","0","0","0","0","0","0"
"786","786","broilers","0","0","0","0","0","0","0"
"787","787","broilers","0","0","0","0","0","0","0"
"788","788","broilers","0","0","0","0","0","0","0"
"789","789","broilers","0","0","0","0","0","0","0"
"790","790","broilers","0","0","0","0","0","0","0"
"791","791","broilers","0","0","0","0","0","0","0"
"792","792","broilers","0","0","0","0","0","0","0"
"793","793","broilers","0","0","0","0","0","0","0"
"794","794","broilers","0","0","0","0","0","0","0"
"795","795","broilers","0","0","0","0","0","0","0"
"796","796","broilers","0","0","0","0","0","0","0"
"797","797","broilers","0","0","0","0","0","0","0"
"798","798","broilers","0","0","0","0","0","0","0"
"799","799","broilers","0","0","0","0","0","0","0"
"800","800","broilers","0","0","0","0","0","0","0"
"801","801","broilers","0","0","0","0","0","0","0"
"802","802","broilers","0","0","0","0","0","0","0"
"803","803","broilers","0","0","0","0","0","0","0"
"804","804","broilers","0","0","0","0","0","0","0"
"805","805","broilers","0","0","0","0","0","0","0"
"806","806","broilers","0","0","0","0","0","0","0"
"807","807","broilers","0","0","0","0","0","0","0"
"808","808","broilers","0","0","0","0","0","0","0"
"809","809","broilers","0","0","0","0","0","0","0"
"810","810","broilers","0","0","0","0","0","0","0"
"811","811","broilers","0","0","0","0","0","0","0"
"812","812","broilers","0","0","0","0","0","0","0"
"813","813","broilers","0","0","0","0","0","0","0"
"814","814","broilers","0","0","0","0","0","0","0"
"815","815","broilers","0","0","0","0","0","0","0"
"816","816","broilers","0","0","0","0","0","0","0"
"817","817","broilers","0","0","0","0","0","0","0"
"818","818","broilers","0","0","0","0","0","0","0"
"819","819","broilers","0","0","0","0","0","0","0"
"820","820","broilers","0","0","0","0","0","1","1"
"821","821","broilers","0","0","0","0","0","1","1"
"822","822","broilers","0","0","0","0","0","1","0"
"823","823","broilers","0","0","0","0","0","1","0"
"824","824","broilers","0","0","0","0","0","1","0"
"825","825","broilers","0","0","0","0","0","1","0"
"826","826","broilers","0","0","0","0","0","1","0"
"827","827","broilers","0","0","0","0","0","1","0"
"828","828","broilers","0","0","0","0","0","1","0"
"829","829","broilers","0","0","0","0","0","1","0"
"830","830","broilers","0","0","0","0","0","1","0"
"831","831","broilers","0","0","0","0","0","1","0"
"832","832","broilers","0","0","0","0","0","1","0"
"833","833","broilers","0","0","0","0","0","1","0"
"834","834","broilers","0","0","0","0","1","1","0"
"835","835","broilers","0","0","0","0","1","1","0"
"836","836","danishMeat","0","1","0","0","0",NA,NA
"837","837","danishMeat","0","1","0","0","0",NA,NA
"838","838","danishMeat","0","1","0","0","0",NA,NA
"839","839","danishMeat","0","1","0","0","0",NA,NA
"840","840","danishMeat","0","1","0","0","0",NA,NA
"841","841","danishMeat","0","1","0","0","0",NA,NA
"842","842","danishMeat","0","1","0","0","0",NA,NA
"843","843","danishMeat","0","1","0","0","0",NA,NA
"844","844","danishMeat","0","1","0","0","0",NA,NA
"845","845","danishMeat","0","1","0","0","0",NA,NA
"846","846","danishMeat","0","1","0","0","0",NA,NA
"847","847","danishMeat","0","1","0","0","0",NA,NA
"848","848","danishMeat","0","1","0","0","0",NA,NA
"849","849","danishMeat","0","1","0","0","0",NA,NA
"850","850","danishMeat","0","1","0","0","0",NA,NA
"851","851","danishMeat","0","1","0","0","0",NA,NA
"852","852","danishMeat","0","1","0","0","0",NA,NA
"853","853","danishMeat","0","1","0","0","0",NA,NA
"854","854","danishMeat","0","1","0","0","0",NA,NA
"855","855","danishMeat","0","1","0","0","0",NA,NA
"856","856","danishMeat","0","1","0","0","0",NA,NA
"857","857","danishMeat","0","1","0","0","0",NA,NA
"858","858","danishMeat","0","1","0","0","0",NA,NA
"859","859","danishMeat","0","1","0","0","0",NA,NA
"860","860","danishMeat","0","1","1","1","0",NA,NA
"861","861","danishMeat","0","0","1","0","0",NA,NA
"862","862","danishMeat","0","0","1","0","0",NA,NA
"863","863","danishMeat","0","0","1","0","0",NA,NA
"864","864","danishMeat","0","0","1","0","0",NA,NA
"865","865","danishMeat","0","0","1","0","0",NA,NA
"866","866","danishMeat","0","0","1","0","0",NA,NA
"867","867","danishMeat","0","0","1","0","0",NA,NA
"868","868","danishMeat","0","0","1","0","0",NA,NA
"869","869","danishMeat","0","0","1","0","0",NA,NA
"870","870","danishMeat","0","0","0","0","0",NA,NA
"871","871","danishMeat","0","0","0","0","0",NA,NA
"872","872","danishMeat","0","0","0","0","0",NA,NA
"873","873","danishMeat","0","0","0","0","0",NA,NA
"874","874","danishMeat","0","0","0","0","0",NA,NA
"875","875","danishMeat","0","0","0","0","0",NA,NA
"876","876","danishMeat","0","0","0","0","0",NA,NA
"877","877","danishMeat","0","0","0","0","0",NA,NA
"878","878","danishMeat","0","0","0","0","0",NA,NA
"879","879","danishMeat","0","0","0","0","0",NA,NA
"880","880","danishMeat","0","0","0","0","0",NA,NA
"881","881","danishMeat","0","0","0","0","0",NA,NA
"882","882","danishMeat","0","0","0","0","0",NA,NA
"883","883","danishMeat","0","0","0","0","0",NA,NA
"884","884","danishMeat","0","0","0","0","0",NA,NA
"885","885","danishMeat","0","0","0","0","0",NA,NA
"886","886","danishMeat","0","0","0","0","0",NA,NA
"887","887","danishMeat","0","0","0","0","0",NA,NA
"888","888","danishMeat","0","0","0","0","0",NA,NA
"889","889","danishMeat","0","0","0","0","0",NA,NA
"890","890","danishMeat","0","0","0","0","0",NA,NA
"891","891","danishMeat","0","0","0","0","0",NA,NA
"892","892","danishMeat","0","0","0","0","0",NA,NA
"893","893","danishMeat","0","0","0","0","0",NA,NA
"894","894","danishMeat","0","0","0","0","0",NA,NA
"895","895","danishMeat","0","0","0","0","0",NA,NA
"896","896","danishMeat","0","0","0","0","0",NA,NA
"897","897","danishMeat","0","0","0","0","0",NA,NA
"898","898","danishMeat","0","0","0","0","0",NA,NA
"899","899","danishMeat","0","0","0","0","0",NA,NA
"900","900","danishMeat","0","0","0","0","0",NA,NA
"901","901","danishMeat","0","0","0","0","0",NA,NA
"902","902","danishMeat","0","0","0","0","0",NA,NA
"903","903","danishMeat","0","0","0","0","0",NA,NA
"904","904","danishMeat","0","0","0","0","0",NA,NA
"905","905","danishMeat","0","0","0","0","0",NA,NA
"906","906","danishMeat","0","0","0","0","0",NA,NA
"907","907","danishMeat","0","0","0","0","0",NA,NA
"908","908","danishMeat","0","0","0","0","0",NA,NA
"909","909","danishMeat","0","0","0","0","0",NA,NA
"910","910","danishMeat","0","0","0","0","0",NA,NA
"911","911","danishMeat","0","0","0","0","0",NA,NA
"912","912","danishMeat","0","0","0","0","0",NA,NA
"913","913","danishMeat","0","0","0","0","0",NA,NA
"914","914","danishMeat","0","0","0","0","0",NA,NA
"915","915","danishMeat","0","0","0","0","0",NA,NA
"916","916","danishMeat","0","0","0","0","0",NA,NA
"917","917","danishMeat","0","0","0","0","0",NA,NA
"918","918","danishMeat","0","0","0","0","0",NA,NA
"919","919","danishMeat","0","0","0","0","0",NA,NA
"920","920","danishMeat","0","0","0","0","0",NA,NA
"921","921","danishMeat","0","0","0","0","0",NA,NA
"922","922","danishMeat","0","0","0","0","0",NA,NA
"923","923","danishMeat","0","0","0","0","0",NA,NA
"924","924","danishMeat","0","0","0","0","0",NA,NA
"925","925","danishMeat","0","0","0","0","0",NA,NA
"926","926","danishMeat","0","0","0","0","0",NA,NA
"927","927","danishMeat","0","0","0","0","0",NA,NA
"928","928","danishMeat","0","0","0","0","0",NA,NA
"929","929","danishMeat","0","0","0","0","0",NA,NA
"930","930","danishMeat","0","0","0","0","0",NA,NA
"931","931","danishMeat","0","0","0","0","0",NA,NA
"932","932","danishMeat","0","0","0","0","0",NA,NA
"933","933","danishMeat","0","0","0","0","0",NA,NA
"934","934","danishMeat","0","0","0","0","0",NA,NA
"935","935","danishMeat","0","0","0","0","0",NA,NA
"936","936","danishMeat","0","0","0","0","0",NA,NA
"937","937","danishMeat","0","0","0","0","0",NA,NA
"938","938","danishMeat","0","0","0","0","0",NA,NA
"939","939","danishMeat","0","0","0","0","0",NA,NA
"940","940","danishMeat","0","0","0","0","0",NA,NA
"941","941","danishMeat","0","0","0","0","0",NA,NA
"942","942","danishMeat","0","0","0","0","0",NA,NA
"943","943","danishMeat","0","0","0","0","0",NA,NA
"944","944","danishMeat","0","0","0","0","0",NA,NA
"945","945","danishMeat","0","0","0","0","0",NA,NA
"946","946","danishMeat","0","0","0","0","0",NA,NA
"947","947","danishMeat","0","0","0","0","0",NA,NA
"948","948","danishMeat","0","0","0","0","0",NA,NA
"949","949","danishMeat","0","0","0","0","0",NA,NA
"950","950","danishMeat","0","0","0","0","0",NA,NA
"951","951","danishMeat","0","0","0","0","0",NA,NA
"952","952","danishMeat","0","0","0","0","0",NA,NA
"953","953","danishMeat","0","0","0","0","0",NA,NA
"954","954","danishMeat","0","0","0","0","0",NA,NA
"955","955","danishMeat","0","0","0","0","0",NA,NA
"956","956","danishMeat","0","0","0","0","0",NA,NA
"957","957","danishMeat","0","0","0","0","0",NA,NA
"958","958","danishMeat","0","0","0","0","0",NA,NA
"959","959","danishMeat","0","0","0","0","0",NA,NA
"960","960","danishMeat","0","0","0","0","0",NA,NA
"961","961","danishMeat","0","0","0","0","0",NA,NA
"962","962","danishMeat","0","0","0","0","0",NA,NA
"963","963","danishMeat","0","0","0","0","0",NA,NA
"964","964","danishMeat","0","0","0","0","0",NA,NA
"965","965","danishMeat","0","0","0","0","0",NA,NA
"966","966","danishMeat","0","0","0","0","0",NA,NA
"967","967","danishMeat","0","0","0","0","0",NA,NA
"968","968","danishMeat","0","0","0","0","0",NA,NA
"969","969","danishMeat","0","0","0","0","0",NA,NA
"970","970","danishMeat","0","0","0","0","0",NA,NA
"971","971","danishMeat","0","0","0","0","0",NA,NA
"972","972","danishMeat","0","0","0","0","0",NA,NA
"973","973","danishMeat","0","0","0","0","0",NA,NA
"974","974","danishMeat","0","0","0","0","0",NA,NA
"975","975","danishMeat","0","0","0","0","0",NA,NA
"976","976","danishMeat","0","0","0","0","0",NA,NA
"977","977","danishMeat","0","0","0","0","0",NA,NA
"978","978","danishMeat","0","0","0","0","0",NA,NA
"979","979","danishMeat","0","0","0","0","0",NA,NA
"980","980","danishMeat","0","0","0","0","0",NA,NA
"981","981","danishMeat","0","0","0","0","0",NA,NA
"982","982","danishMeat","0","0","0","0","0",NA,NA
"983","983","danishMeat","0","0","0","0","0",NA,NA
"984","984","danishMeat","0","0","0","0","0",NA,NA
"985","985","danishMeat","0","0","0","0","0",NA,NA
"986","986","danishMeat","0","0","0","0","0",NA,NA
"987","987","danishMeat","0","0","0","0","0",NA,NA
"988","988","danishMeat","0","0","0","0","0",NA,NA
"989","989","danishMeat","0","0","0","0","0",NA,NA
"990","990","danishMeat","0","0","0","0","0",NA,NA
"991","991","danishMeat","0","0","0","0","0",NA,NA
"992","992","danishMeat","0","0","0","0","0",NA,NA
"993","993","danishMeat","0","0","0","0","0",NA,NA
"994","994","danishMeat","0","0","0","0","0",NA,NA
"995","995","danishMeat","0","0","0","0","0",NA,NA
"996","996","danishMeat","0","0","0","0","0",NA,NA
"997","997","danishMeat","0","0","0","0","0",NA,NA
"998","998","danishMeat","0","0","0","0","0",NA,NA
"999","999","danishMeat","0","0","0","0","0",NA,NA
"1000","1000","danishMeat","0","0","0","0","0",NA,NA
"1001","1001","danishMeat","0","0","0","0","0",NA,NA
"1002","1002","danishMeat","0","0","0","0","0",NA,NA
"1003","1003","danishMeat","0","0","0","0","0",NA,NA
"1004","1004","danishMeat","0","0","0","0","0",NA,NA
"1005","1005","danishMeat","0","0","0","0","0",NA,NA
"1006","1006","danishMeat","0","0","0","0","0",NA,NA
"1007","1007","danishMeat","0","0","0","0","0",NA,NA
"1008","1008","danishMeat","0","0","0","0","0",NA,NA
"1009","1009","danishMeat","0","0","0","0","0",NA,NA
"1010","1010","danishMeat","0","0","0","0","0",NA,NA
"1011","1011","danishMeat","0","0","0","0","0",NA,NA
"1012","1012","danishMeat","0","0","0","0","0",NA,NA
"1013","1013","danishMeat","0","0","0","0","0",NA,NA
"1014","1014","danishMeat","0","0","0","0","0",NA,NA
"1015","1015","danishMeat","0","0","0","0","0",NA,NA
"1016","1016","danishMeat","0","0","0","0","0",NA,NA
"1017","1017","danishMeat","0","0","0","0","0",NA,NA
"1018","1018","danishMeat","0","0","0","0","0",NA,NA
"1019","1019","danishMeat","0","0","0","0","0",NA,NA
"1020","1020","danishMeat","0","0","0","0","0",NA,NA
"1021","1021","danishMeat","0","0","0","0","0",NA,NA
"1022","1022","danishMeat","0","0","0","0","0",NA,NA
"1023","1023","danishMeat","0","0","0","0","0",NA,NA
"1024","1024","danishMeat","0","0","0","0","0",NA,NA
"1025","1025","danishMeat","0","0","0","0","0",NA,NA
"1026","1026","danishMeat","0","0","0","0","0",NA,NA
"1027","1027","danishMeat","0","0","0","0","0",NA,NA
"1028","1028","danishMeat","0","0","0","0","0",NA,NA
"1029","1029","danishMeat","0","0","0","0","0",NA,NA
"1030","1030","danishMeat","0","0","0","0","0",NA,NA
"1031","1031","danishMeat","0","0","0","0","0",NA,NA
"1032","1032","danishMeat","0","0","0","0","0",NA,NA
"1033","1033","danishMeat","0","0","0","0","0",NA,NA
"1034","1034","danishMeat","0","0","0","0","0",NA,NA
"1035","1035","danishMeat","0","0","0","0","0",NA,NA
"1036","1036","danishMeat","0","0","0","0","0",NA,NA
"1037","1037","danishMeat","0","0","0","0","0",NA,NA
"1038","1038","danishMeat","0","0","0","0","0",NA,NA
"1039","1039","danishMeat","0","0","0","0","0",NA,NA
"1040","1040","danishMeat","0","0","0","0","0",NA,NA
"1041","1041","danishMeat","0","0","0","0","0",NA,NA
"1042","1042","danishMeat","0","0","0","0","0",NA,NA
"1043","1043","danishMeat","0","0","0","0","0",NA,NA
"1044","1044","danishMeat","0","0","0","0","0",NA,NA
"1045","1045","danishMeat","0","0","0","0","0",NA,NA
"1046","1046","danishMeat","0","0","0","0","0",NA,NA
"1047","1047","danishMeat","0","0","0","0","0",NA,NA
"1048","1048","danishMeat","0","0","0","0","0",NA,NA
"1049","1049","danishMeat","0","0","0","0","0",NA,NA
"1050","1050","danishMeat","0","0","0","0","0",NA,NA
"1051","1051","danishMeat","0","0","0","0","0",NA,NA
"1052","1052","danishMeat","0","0","0","0","0",NA,NA
"1053","1053","danishMeat","0","0","0","0","0",NA,NA
"1054","1054","danishMeat","0","0","0","0","0",NA,NA
"1055","1055","danishMeat","0","0","0","0","0",NA,NA
"1056","1056","danishMeat","0","0","0","0","0",NA,NA
"1057","1057","danishMeat","0","0","0","0","0",NA,NA
"1058","1058","danishMeat","0","0","0","0","0",NA,NA
"1059","1059","danishMeat","0","0","0","0","0",NA,NA
"1060","1060","danishMeat","0","0","0","0","0",NA,NA
"1061","1061","danishMeat","0","0","0","0","0",NA,NA
"1062","1062","danishMeat","0","0","0","0","0",NA,NA
"1063","1063","danishMeat","0","0","0","0","0",NA,NA
"1064","1064","danishMeat","0","0","0","0","0",NA,NA
"1065","1065","danishMeat","0","0","0","0","0",NA,NA
"1066","1066","danishMeat","0","0","0","0","0",NA,NA
"1067","1067","danishMeat","0","0","0","0","0",NA,NA
"1068","1068","danishMeat","0","0","0","0","0",NA,NA
"1069","1069","danishMeat","0","0","0","0","0",NA,NA
"1070","1070","danishMeat","0","0","0","0","0",NA,NA
"1071","1071","danishMeat","0","0","0","0","0",NA,NA
"1072","1072","danishMeat","0","0","0","0","0",NA,NA
"1073","1073","danishMeat","0","0","0","0","0",NA,NA
"1074","1074","danishMeat","0","0","0","0","0",NA,NA
"1075","1075","danishMeat","0","0","0","0","0",NA,NA
"1076","1076","danishMeat","0","0","0","0","0",NA,NA
"1077","1077","danishMeat","0","0","0","0","0",NA,NA
"1078","1078","danishMeat","0","0","0","0","0",NA,NA
"1079","1079","danishMeat","0","0","0","0","0",NA,NA
"1080","1080","danishMeat","0","0","0","0","0",NA,NA
"1081","1081","importedMeat","0","1","0","0","0",NA,NA
"1082","1082","importedMeat","0","1","0","0","0",NA,NA
"1083","1083","importedMeat","0","1","0","0","0",NA,NA
"1084","1084","importedMeat","0","1","0","0","0",NA,NA
"1085","1085","importedMeat","0","1","0","0","0",NA,NA
"1086","1086","importedMeat","0","1","0","0","0",NA,NA
"1087","1087","importedMeat","0","1","0","0","0",NA,NA
"1088","1088","importedMeat","0","1","0","0","0",NA,NA
"1089","1089","importedMeat","0","1","0","0","0",NA,NA
"1090","1090","importedMeat","0","1","0","0","0",NA,NA
"1091","1091","importedMeat","0","1","0","0","0",NA,NA
"1092","1092","importedMeat","0","1","0","0","0",NA,NA
"1093","1093","importedMeat","0","1","1","1","0",NA,NA
"1094","1094","importedMeat","0","1","1","1","0",NA,NA
"1095","1095","importedMeat","0","0","1","0","0",NA,NA
"1096","1096","importedMeat","0","0","1","0","0",NA,NA
"1097","1097","importedMeat","0","0","1","0","0",NA,NA
"1098","1098","importedMeat","0","0","1","0","0",NA,NA
"1099","1099","importedMeat","0","0","1","0","0",NA,NA
"1100","1100","importedMeat","0","0","1","0","0",NA,NA
"1101","1101","importedMeat","0","0","1","0","0",NA,NA
"1102","1102","importedMeat","0","0","1","0","0",NA,NA
"1103","1103","importedMeat","0","0","1","0","0",NA,NA
